sample_id,group,mean_len,median_len,std_len,pct_short,pct_mid,p10,p25,p75,p90,n_fragments
88214,lung_cancer,163.27,164.0,17.56,20.1,79.51,141.0,153.0,173.0,183.0,2000000
88215,lung_cancer,166.88,167.0,18.01,15.1,84.25,144.0,157.0,177.0,188.0,2000000
88216,lung_cancer,164.67,166.0,18.3,18.56,80.88,142.0,154.0,175.0,186.0,2000000
88217,lung_cancer,157.57,160.0,16.25,28.34,71.56,137.0,148.0,167.0,175.0,2000000
88218,lung_cancer,158.23,160.0,15.75,26.09,73.86,138.0,149.0,168.0,175.0,2000000
88219,lung_cancer,158.24,160.0,16.12,26.85,73.05,138.0,148.0,168.0,176.0,2000000
88220,lung_cancer,167.66,167.0,18.86,15.11,83.94,144.0,157.0,178.0,190.0,2000000
88221,lung_cancer,165.16,166.0,18.5,18.16,81.17,142.0,154.0,175.0,187.0,2000000
88222,lung_cancer,163.79,165.0,18.2,19.97,79.54,141.0,153.0,174.0,185.0,2000000
88223,lung_cancer,164.72,165.0,18.84,19.54,79.62,141.0,153.0,175.0,186.0,2000000
88224,lung_cancer,164.33,165.0,17.87,18.8,80.72,142.0,154.0,174.0,185.0,2000000
88225,lung_cancer,165.17,166.0,19.34,18.93,80.25,141.0,154.0,176.0,188.0,2000000
88226,lung_cancer,164.09,165.0,18.69,19.83,79.48,141.0,153.0,174.0,186.0,2000000
88227,lung_cancer,165.36,166.0,20.33,19.81,79.21,140.0,153.0,177.0,189.0,2000000
88228,lung_cancer,165.2,166.0,17.59,16.63,82.88,143.0,155.0,175.0,186.0,2000000
88229,lung_cancer,167.37,167.0,19.98,16.63,82.22,143.0,156.0,178.0,191.0,2000000
88230,lung_cancer,166.88,167.0,19.06,16.23,82.92,143.0,156.0,177.0,189.0,2000000
88231,lung_cancer,165.28,166.0,18.78,18.17,81.19,142.0,154.0,176.0,187.0,2000000
88232,lung_cancer,166.05,167.0,18.73,17.2,82.11,143.0,155.0,176.0,188.0,2000000
88233,lung_cancer,165.7,166.0,18.54,17.35,82.04,142.0,155.0,176.0,188.0,2000000
88234,lung_cancer,164.08,165.0,19.06,20.4,79.05,140.0,153.0,175.0,186.0,2000000
88235,lung_cancer,165.46,166.0,19.33,18.72,80.59,141.0,154.0,176.0,188.0,2000000
88236,lung_cancer,165.22,166.0,19.88,19.61,79.64,140.0,154.0,177.0,189.0,2000000
88237,lung_cancer,167.32,167.0,26.0,21.63,74.78,136.0,152.0,180.0,197.0,2000000
88238,lung_cancer,166.61,167.0,20.95,18.08,80.48,141.0,155.0,178.0,191.0,2000000
88239,lung_cancer,167.01,167.0,20.68,17.81,80.94,142.0,155.0,178.0,191.0,2000000
88240,lung_cancer,168.18,168.0,18.96,14.62,84.45,144.0,158.0,178.0,191.0,2000000
88241,lung_cancer,166.9,167.0,19.14,16.11,83.05,143.0,157.0,177.0,189.0,2000000
88242,lung_cancer,167.66,168.0,18.6,14.84,84.35,144.0,157.0,178.0,190.0,2000000
88243,lung_cancer,166.46,167.0,19.63,17.62,81.47,142.0,155.0,177.0,189.0,2000000
88244,lung_cancer,166.06,167.0,18.88,17.28,81.98,142.0,155.0,176.0,188.0,2000000
88245,lung_cancer,167.58,168.0,19.45,15.9,83.05,143.0,157.0,178.0,191.0,2000000
88246,lung_cancer,165.52,166.0,18.95,18.06,81.19,142.0,155.0,176.0,188.0,2000000
88247,lung_cancer,165.21,166.0,21.02,20.96,77.63,140.0,152.0,176.0,189.0,2000000
88248,lung_cancer,164.32,166.0,20.75,21.49,77.64,138.0,152.0,176.0,188.0,2000000
88249,lung_cancer,166.61,167.0,21.13,18.62,80.11,141.0,155.0,178.0,191.0,2000000
88250,lung_cancer,162.63,164.0,19.37,22.63,76.81,138.0,151.0,174.0,184.0,2000000
88251,lung_cancer,165.25,166.0,20.9,20.26,78.76,139.0,153.0,177.0,189.0,2000000
88252,lung_cancer,162.53,164.0,18.76,22.42,77.04,139.0,151.0,173.0,184.0,2000000
88253,lung_cancer,163.78,165.0,19.34,20.85,78.38,140.0,152.0,174.0,186.0,2000000
88254,lung_cancer,162.42,164.0,18.43,21.93,77.58,139.0,152.0,173.0,183.0,2000000
88255,lung_cancer,162.72,164.0,18.3,21.18,78.39,140.0,152.0,173.0,183.0,2000000
88256,lung_cancer,166.6,167.0,19.74,17.39,81.77,142.0,156.0,178.0,190.0,2000000
88257,lung_cancer,163.79,165.0,19.15,20.77,78.63,140.0,153.0,175.0,186.0,2000000
88258,lung_cancer,163.77,165.0,22.27,24.09,74.34,136.0,150.0,176.0,189.0,2000000
88259,lung_cancer,165.66,166.0,18.5,17.33,81.96,142.0,155.0,176.0,187.0,2000000
88260,lung_cancer,165.02,166.0,19.12,19.0,80.29,141.0,154.0,176.0,187.0,2000000
88261,lung_cancer,164.94,166.0,18.57,18.56,80.82,142.0,154.0,175.0,187.0,2000000
85723,colorectal_cancer,117.28,133.0,54.98,66.61,32.56,22.0,85.0,157.0,173.0,2000000
85724,colorectal_cancer,120.64,136.0,55.02,63.71,35.17,22.0,92.0,160.0,175.0,2000000
85726,colorectal_cancer,143.09,147.0,29.66,53.68,45.79,105.0,127.0,163.0,174.0,2000000
85727,colorectal_cancer,117.46,134.0,55.77,65.32,33.82,22.0,83.0,159.0,173.0,2000000
85730,colorectal_cancer,161.33,165.0,22.93,24.11,75.29,133.0,150.0,174.0,186.0,2000000
85731,colorectal_cancer,116.43,132.0,55.19,67.12,32.06,22.0,82.0,157.0,172.0,2000000
85732,colorectal_cancer,142.61,147.0,29.84,54.2,45.3,104.0,126.0,163.0,174.0,2000000
85733,colorectal_cancer,118.09,134.0,55.52,64.96,34.17,22.0,85.0,159.0,173.0,2000000
85734,colorectal_cancer,100.56,115.0,60.55,75.42,23.38,20.0,26.0,149.0,169.0,2000000
85737,colorectal_cancer,109.29,125.0,58.6,70.77,28.1,21.0,47.0,154.0,171.0,2000000
85741,colorectal_cancer,138.86,145.0,37.67,56.1,43.02,90.0,121.0,163.0,177.0,2000000
85743,colorectal_cancer,143.44,147.0,31.48,53.36,45.84,103.0,126.0,164.0,177.0,2000000
85746,colorectal_cancer,139.74,146.0,37.0,54.68,44.48,91.0,122.0,164.0,177.0,2000000
85749,colorectal_cancer,116.51,133.0,54.53,67.0,32.16,22.0,84.0,157.0,170.0,2000000
85750,colorectal_cancer,140.12,145.0,36.56,55.35,43.72,93.0,122.0,164.0,178.0,2000000
85752,colorectal_cancer,142.74,147.0,32.03,54.04,45.17,102.0,125.0,164.0,176.0,2000000
85753,colorectal_cancer,140.6,146.0,36.51,53.98,45.11,93.0,123.0,164.0,177.0,2000000
86234,colorectal_cancer,129.81,137.0,53.8,61.35,35.31,57.0,86.0,164.0,182.0,2000000
86255,colorectal_cancer,120.74,123.0,52.49,67.49,30.17,54.0,75.0,159.0,178.0,2000000
87865,colorectal_cancer,160.63,163.0,22.45,28.96,69.81,133.0,147.0,173.0,185.0,2000000
87866,colorectal_cancer,164.89,166.0,19.96,19.9,79.32,140.0,153.0,176.0,188.0,2000000
87867,colorectal_cancer,164.36,166.0,20.51,21.08,78.1,139.0,152.0,176.0,188.0,2000000
87868,colorectal_cancer,164.7,166.0,18.69,18.8,80.66,141.0,154.0,175.0,186.0,2000000
87869,colorectal_cancer,164.58,165.0,18.95,19.62,79.58,141.0,153.0,175.0,186.0,2000000
87870,colorectal_cancer,158.68,161.0,18.46,28.0,71.77,135.0,148.0,170.0,179.0,2000000
87871,colorectal_cancer,166.13,167.0,19.8,17.89,81.37,141.0,155.0,177.0,189.0,2000000
87872,colorectal_cancer,163.78,165.0,21.94,23.37,75.56,136.0,151.0,176.0,189.0,2000000
87873,colorectal_cancer,161.03,163.0,15.89,21.26,78.65,141.0,152.0,170.0,178.0,2000000
87875,colorectal_cancer,164.31,165.0,19.27,20.26,78.97,140.0,153.0,175.0,187.0,2000000
87876,colorectal_cancer,162.75,164.0,21.12,24.08,74.93,136.0,150.0,175.0,187.0,2000000
87877,colorectal_cancer,164.3,165.0,19.06,19.82,79.47,141.0,153.0,175.0,186.0,2000000
87878,colorectal_cancer,164.47,165.0,17.08,17.44,82.15,143.0,154.0,174.0,184.0,2000000
87879,colorectal_cancer,165.63,166.0,20.13,19.35,79.67,141.0,154.0,177.0,189.0,2000000
87880,colorectal_cancer,166.18,166.0,19.87,17.95,81.0,142.0,155.0,177.0,190.0,2000000
87881,colorectal_cancer,158.5,161.0,18.0,28.35,71.41,135.0,147.0,169.0,178.0,2000000
87882,colorectal_cancer,160.8,163.0,19.3,25.62,73.8,137.0,149.0,172.0,182.0,2000000
87883,colorectal_cancer,165.53,166.0,19.24,18.37,80.78,142.0,154.0,176.0,188.0,2000000
87884,colorectal_cancer,157.18,159.0,17.37,30.53,69.32,135.0,146.0,168.0,176.0,2000000
87885,colorectal_cancer,166.59,167.0,18.78,16.16,83.0,143.0,156.0,177.0,189.0,2000000
87886,colorectal_cancer,162.39,164.0,20.28,24.6,74.67,137.0,150.0,174.0,186.0,2000000
87887,colorectal_cancer,161.98,163.0,20.78,25.96,72.33,138.0,149.0,172.0,184.0,2000000
87888,colorectal_cancer,160.81,162.0,21.86,29.04,69.39,135.0,147.0,172.0,185.0,2000000
87890,colorectal_cancer,162.38,164.0,17.48,20.9,78.77,140.0,152.0,172.0,182.0,2000000
87891,colorectal_cancer,161.42,159.0,29.96,36.26,58.85,130.0,143.0,174.0,194.0,2000000
85759,liver_cancer,176.92,174.0,25.43,8.92,86.49,151.0,164.0,188.0,205.0,2000000
85761,liver_cancer,166.9,167.0,18.01,14.68,84.67,144.0,157.0,177.0,188.0,2000000
85765,liver_cancer,174.74,172.0,22.32,9.12,87.48,151.0,163.0,185.0,201.0,2000000
85769,liver_cancer,171.07,170.0,21.84,13.05,84.7,145.0,160.0,182.0,197.0,2000000
85772,liver_cancer,173.66,172.0,19.92,8.67,89.22,151.0,163.0,184.0,198.0,2000000
85773,liver_cancer,166.63,167.0,18.91,15.39,83.54,144.0,157.0,176.0,188.0,2000000
85774,liver_cancer,178.56,176.0,24.6,7.7,87.64,153.0,165.0,190.0,207.0,2000000
85777,liver_cancer,167.41,168.0,20.51,16.83,82.1,142.0,156.0,179.0,191.0,2000000
85781,liver_cancer,173.29,172.0,22.27,11.42,85.94,148.0,162.0,185.0,200.0,2000000
85785,liver_cancer,172.27,171.0,21.42,11.47,86.23,148.0,161.0,183.0,198.0,2000000
85786,liver_cancer,174.97,173.0,21.17,8.37,88.68,152.0,163.0,186.0,202.0,2000000
85788,liver_cancer,172.17,171.0,18.05,8.28,90.29,152.0,162.0,181.0,194.0,2000000
85789,liver_cancer,170.19,170.0,20.74,13.26,85.2,145.0,159.0,181.0,195.0,2000000
85790,liver_cancer,172.33,171.0,18.51,9.03,89.65,151.0,162.0,182.0,195.0,2000000
85793,liver_cancer,171.52,170.0,20.78,10.87,86.64,148.0,161.0,181.0,196.0,2000000
85794,liver_cancer,167.72,168.0,19.19,14.47,84.48,144.0,158.0,178.0,190.0,2000000
